time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-2.657832595190889e-08,-1.0353865317773815e-07,7.006425554017113,6.283004738799075,2.847932952310117e-05,0.0,-2.598938086779905e-06,-1.3229341340562157e-05,0.2141686972561436,-0.009834902603680444,0.0014075432257688563,0.0,472.13704613949125,472.24559925918965,471.66167172847844,470.9017003754302
0.12000000000000001,-1.1457019194768933e-06,-6.968973522206789e-06,7.025186058426989,6.2829480809743,2.918513659189159e-06,0.0,-3.845414861876056e-05,-0.00024834457563578633,0.41113067172058926,0.012631597310712313,-0.004371800767780918,0.0,467.64512726756055,467.19482145700385,465.14687049553544,466.90269038630566
0.18,-3.0554656066772356e-06,-2.3359957683468882e-05,7.052649415484706,0.0009444008231405121,0.00019456694597153046,0.0,-2.4843266708586364e-05,-0.00019723799053201894,0.5042774887780236,0.031004262269933254,0.015150716605883166,0.0,434.80267150378273,436.43487284338255,433.43629564483217,434.97736820507305
0.23999999999999996,-1.2815493743075837e-05,-6.031866563379774e-06,7.08779127192853,0.0029154825293726816,0.0011968639102981626,0.0,-0.00040701433790011417,0.0009882104381410519,0.6670359847604919,0.03631024833311934,0.019644935091045247,0.0,455.7009469072448,456.05990832905405,457.24406582211634,457.666893174235
0.3,-7.159091263585145e-05,0.00013437726528533312,7.134509284050879,0.005335343620416211,0.0021668041131279736,0.0,-0.0016824536549381783,0.003969242736167262,0.8900827596821039,0.047354231169363305,0.008095992752287038,0.0,476.3440429766931,475.460080080158,473.322738918482,474.17251720698874
0.36000000000000004,-0.00022318368813637105,0.0005044098097803338,7.19273729502118,0.007733650110269608,0.0025022997796275703,0.0,-0.0034165090016519393,0.008663064478614202,1.0507148346149484,0.018060596492277408,4.1993220678734986e-05,0.0,457.46100728686486,456.81922418504826,457.1354843286719,454.79623661746547
0.4200000000000001,-0.0004755138819379478,0.0011739656248985822,7.2569998735122585,0.008799036002014482,0.0026167000090415726,0.0,-0.005000074156653763,0.013755320905766373,1.0913321191461967,0.017141098692081982,0.005397289366432725,0.0,418.09694238721937,418.5631740583493,419.25717548606383,419.177239014034
0.48000000000000015,-0.0008390806490078268,0.0022134266747876933,7.328606180186865,0.010100214187844792,0.002755970698298249,0.0,-0.00714644027396074,0.0210297238386329,1.2953346143443987,0.02950256290493379,-0.004677375033621454,0.0,469.27710977428256,468.4944840186744,470.5184239204439,471.47432870338145
0.5400000000000001,-0.001319328614939854,0.0036738757138316874,7.4077258805635715,0.011735967905138978,0.0023305618832223374,0.0,-0.008828933289003933,0.027811976685767178,1.3419332435801288,0.022357903186798762,-0.012414700790540285,0.0,421.4485774310773,420.7794598771309,421.84878444716344,421.2316704045744
0.6000000000000002,-0.0018998999486107052,0.00561840020088617,7.4936036878220245,0.01277000173466547,0.0018828256008305289,0.0,-0.010456899009209087,0.03714088740967172,1.520438382043424,0.004255765181778396,0.0009535522199274815,0.0,462.6254841363982,463.6768954927814,463.39869362478805,461.9735993449923
